probe_set_id,genechip_array,species_scientific_name,annotation_date,sequence_type,sequence_source,transcript_id,target_description,representative_public_id,archival_unigene_cluster,unigene_id,genome_version,alignments,gene_symbol,chromosomal_location,unigene_cluster_type,ensembl,entrez_gene,ec,omim,refseq_protein_id,refseq_transcript_id,flybase,agi,wormbase,mgi_name,rgd_name,sgd_accession_number,qtl,annotation_description,gene_title_des
1552286_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.336620.1,"gb:NM_080653.1 /DB_XREF=gi:18087814 /TID=Hs2.336620.1 /CNT=24 /FEA=FLmRNA /TIER=FL+Stack /STK=10 /LL=90423 /UG_GENE=ATP6V1E2 /UG=Hs.336620 /UG_TITLE=ATPase, H+ transporting, lysosomal 31kDa, V1 subunit E isoform 2 /DEF=Homo sapiens ATPase, H+ transporting, lysosomal 31kD, V1 subunit E-like 2 (ATP6V1EL2), mRNA. /FL=gb:BC008981.1 gb:BC034808.1 gb:NM_080653.1 gb:AB074759.1",NM_080653,Hs.336620,Hs.659656,March 2006 (NCBI Build 36.1),chr2:46592489-46600636 (-) // 82.65 // p21,ATP6V1E2,chr2p21,full length,---,90423,---,---,NP_542384.1,NM_080653,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,"ATPase, H+ transporting, lysosomal 31kDa, V1 subunit E2"
1552287_s_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.337620.1,"gb:NM_001132.1 /DB_XREF=gi:27477067 /GEN=AFG3L1 /TID=Hs2.337620.1 /CNT=31 /FEA=FLmRNA /TIER=FL+Stack /STK=10 /LL=172 /UG=Hs.337620 /DEF=Homo sapiens AFG3 ATPase family gene 3-like 1 (yeast) (AFG3L1), mRNA. /PROD=AFG3 ATPase family gene 3-like 1 /FL=gb:NM_001132.1",NM_001132,Hs.337620,Hs.534773,March 2006 (NCBI Build 36.1),chr16:88566501-88590323 (+) // 83.44 // q24.3,AFG3L1,chr16q24.3,---,ENSG00000167540,172,---,603020,NP_001026975.1 /// NP_001123.1,NM_001031805 /// NM_001132 /// NR_003226 /// NR_003227 /// NR_003228,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 4 transcripts. // false // Matching Probes // A,AFG3 ATPase family gene 3-like 1 (S. cerevisiae)
1552288_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.133898.1,"gb:BC034926.1 /DB_XREF=gi:22028437 /TID=Hs2.133898.1 /CNT=19 /FEA=FLmRNA /TIER=FL+Stack /STK=10 /LL=148113 /UG_GENE=CLIP-2 /UG=Hs.133898 /DEF=Homo sapiens, similar to cartilage intermediate layer protein, clone MGC:45771 IMAGE:4124496, mRNA, complete cds. /PROD=similar to cartilage intermediate layer protein /FL=gb:NM_153221.1 gb:BC034926.1 gb:AF542080.1",BC034926,---,---,March 2006 (NCBI Build 36.1),chr19:19510073-19518466 (+) // 99.31 // p13.11,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a UCSC Genes identifier using 1 transcripts. // false // Matching Probes // A,---
1007_s_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Exemplar sequence,Affymetrix Proprietary Database,U48705mRNA," U48705 /FEATURE=mRNA /DEFINITION=HSU48705 Human receptor tyrosine kinase DDR gene, complete cds ",U48705,---,Hs.631988,March 2006 (NCBI Build 36.1),chr6:30964144-30975910 (+) // 95.63 // p21.33 /// chr6_cox_hap1:2304770-2316538 (+) // 95.56 // /// chr6_qbl_hap2:2103099-2114867 (+) // 95.45 //,DDR1,chr6p21.3,full length,ENSG00000137332,780,EC:2.7.10.1,600408,NP_001945.3 /// NP_054699.2 /// NP_054700.2,NM_001954 /// NM_013993 /// NM_013994,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 4 transcripts. // false // Matching Probes // A,"discoidin domain receptor family, member 1"
1053_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Exemplar sequence,GenBank,M87338," M87338 /FEATURE= /DEFINITION=HUMA1SBU Human replication factor C, 40-kDa subunit (A1) mRNA, complete cds ",M87338,---,Hs.647062,March 2006 (NCBI Build 36.1),chr7:73283938-73306668 (-) // 70.86 // q11.23,RFC2,chr7q11.23,full length,---,5982,---,600404,NP_002905.2 /// NP_852136.1,NM_002914 /// NM_181471,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 4 transcripts. // false // Matching Probes // A,"replication factor C (activator 1) 2, 40kDa"
117_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Exemplar sequence,Affymetrix Proprietary Database,X51757cds,X51757 /FEATURE=cds /DEFINITION=HSP70B Human heat-shock protein HSP70B' gene,X51757,---,Hs.654614,March 2006 (NCBI Build 36.1),chr1:159761072-159763004 (+) // 99.59 // q23.3 /// chr1:159842704-159844631 (+) // 98.03 // q23.3,HSPA6,chr1q23,full length,---,3310,---,140555,NP_002146.2 /// XP_001134322.1,NM_002155 /// XM_001134322,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,heat shock 70kDa protein 6 (HSP70B')
121_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Exemplar sequence,GenBank,X69699,X69699 /FEATURE= /DEFINITION=HSPAX8A H.sapiens Pax8 mRNA,X69699,---,Hs.469728,March 2006 (NCBI Build 36.1),chr2:113691410-113752958 (-) // 98.3 // q13,PAX8,chr2q12-q14,full length,ENSG00000125618,7849,---,167415 /// 218700,NP_003457.1 /// NP_039245.1 /// NP_039246.1 /// NP_039247.1 /// NP_054698.1,NM_003466 /// NM_013951 /// NM_013952 /// NM_013953 /// NM_013992,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 6 transcripts. // false // Matching Probes // A,paired box gene 8
1255_g_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Exemplar sequence,Affymetrix Proprietary Database,L36861expanded_cds," L36861 /FEATURE=expanded_cds /DEFINITION=HUMGCAPB Homo sapiens guanylate cyclase activating protein (GCAP) gene exons 1-4, complete cds ",L36861,---,Hs.92858,March 2006 (NCBI Build 36.1),chr6:42248919-42255770 (+) // 90.46 // p21.1,GUCA1A,chr6p21.1,full length,ENSG00000048545,2978,---,600364 /// 602093,NP_000400.2,NM_000409,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 2 transcripts. // false // Matching Probes // A,guanylate cyclase activator 1A (retina)
1294_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Exemplar sequence,GenBank,L13852," L13852 /FEATURE= /DEFINITION=HUME1URP Homo sapiens ubiquitin-activating enzyme E1 related protein mRNA, complete cds ",L13852,---,Hs.16695,March 2006 (NCBI Build 36.1),chr3:49817643-49826427 (-) // 95.09 // p21.31,UBE1L,chr3p21,full length,ENSG00000182179,7318,---,191325,NP_003326.2,NM_003335,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,ubiquitin-activating enzyme E1-like
1316_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Exemplar sequence,Affymetrix Proprietary Database,X55005mRNA," X55005 /FEATURE=mRNA /DEFINITION=HSCERBAR Homo sapiens mRNA for thyroid hormone receptor alpha 1 THRA1, (c-erbA-1 gene) ",X55005,---,Hs.724,March 2006 (NCBI Build 36.1),chr17:35472681-35499815 (+) // 97.54 // q21.1,THRA,chr17q11.2,full length,---,7067,---,190120,NP_003241.2 /// NP_955366.1,NM_003250 /// NM_199334,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 2 transcripts. // false // Matching Probes // A,"thyroid hormone receptor, alpha (erythroblastic leukemia viral (v-erb-a) oncogene homolog, avian)"
1320_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Exemplar sequence,Affymetrix Proprietary Database,X79510cds,X79510 /FEATURE=cds /DEFINITION=HSPTPD1 H.sapiens mRNA for protein-tyrosine-phosphatase D1,X79510,---,Hs.437040,March 2006 (NCBI Build 36.1),chr14:88004233-88086514 (-) // 99.89 // q31.3,PTPN21,chr14q31.3,full length,---,11099,EC:3.1.3.48,603271,NP_008970.1,NM_007039,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,"protein tyrosine phosphatase, non-receptor type 21"
1405_i_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Exemplar sequence,GenBank,M21121," M21121 /FEATURE= /DEFINITION=HUMTCSM Human T cell-specific protein (RANTES) mRNA, complete cds ",M21121,---,Hs.514821,March 2006 (NCBI Build 36.1),chr17:31222639-31231443 (-) // 57.16 // q12,CCL5,chr17q11.2-q12,full length,---,6352,---,187011,NP_002976.2,NM_002985,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,chemokine (C-C motif) ligand 5
1431_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Exemplar sequence,Affymetrix Proprietary Database,J02843cds," J02843 /FEATURE=cds /DEFINITION=HUMCYPIIE Human cytochrome P450IIE1 (ethanol-inducible) gene, complete cds ",J02843,---,Hs.12907,March 2006 (NCBI Build 36.1),chr10:135190889-135202458 (+) // 99.87 // q26.3,CYP2E1,chr10q24.3-qter,full length,ENSG00000130649,1571,EC:1.14.14.1,124040,NP_000764.1,NM_000773,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,"cytochrome P450, family 2, subfamily E, polypeptide 1"
1552373_s_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.128777.1,"gb:BC016358.1 /DB_XREF=gi:18921427 /TID=Hs2.128777.1 /CNT=35 /FEA=FLmRNA /TIER=ConsEnd /STK=0 /LL=132321 /UG_GENE=LOC132321 /UG=Hs.128777 /UG_TITLE=hypothetical protein LOC132321 /DEF=Homo sapiens, clone IMAGE:4095238, mRNA. /FL=gb:BC032582.1 gb:NM_173487.1",BC016358,Hs.128777,Hs.567679,March 2006 (NCBI Build 36.1),chr4:130234289-130253932 (+) // 71.86 // q28.2,C4orf33,chr4q28.2,full length,---,132321,---,---,NP_775758.1,NM_173487,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,chromosome 4 open reading frame 33
1552375_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.204529.1,"gb:NM_032433.1 /DB_XREF=gi:20336723 /GEN=ZNF333 /TID=Hs2.204529.1 /CNT=21 /FEA=FLmRNA /TIER=FL /STK=5 /LL=84449 /UG=Hs.204529 /DEF=Homo sapiens zinc finger protein 333 (ZNF333), mRNA. /PROD=zinc finger protein 333 /FL=gb:NM_032433.1 gb:AF372702.1",NM_032433,Hs.204529,Hs.515215,March 2006 (NCBI Build 36.1),chr19:14665243-14693629 (+) // 57.6 // p13.12,ZNF333,chr19p13,full length,---,84449,---,---,NP_115809.1,NM_032433,---,---,---,---,---,---,---,This probe set was annotated using the Accession mapped clusters based pipeline to a Entrez Gene identifier using 5 transcripts. // false // Accession mapped clusters // E,zinc finger protein 333
1552377_s_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.406737.1,"gb:NM_145301.1 /DB_XREF=gi:21945057 /TID=Hs2.406737.1 /CNT=15 /FEA=FLmRNA /TIER=FL /STK=5 /LL=201158 /UG_GENE=LOC201158 /UG=Hs.406737 /UG_TITLE=similar to CGI-148 protein /DEF=Homo sapiens similar to CGI-148 protein (LOC201158), mRNA. /FL=gb:BC011952.1 gb:NM_145301.1",NM_145301,Hs.406737,Hs.659357,March 2006 (NCBI Build 36.1),chr17:15346303-15407570 (-) // 81.78 // p12,FAM18B2,chr17p12,full length,---,201158,---,---,NP_660344.1 /// XP_001126735.1,NM_145301 /// XM_001126735,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,"family with sequence similarity 18, member B2"
1552378_s_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.432987.1,"gb:NM_172037.1 /DB_XREF=gi:25282468 /GEN=RDH10 /TID=Hs2.432987.1 /CNT=30 /FEA=FLmRNA /TIER=FL /STK=5 /LL=157506 /UG=Hs.432987 /DEF=Homo sapiens retinol dehydrogenase 10 (all-trans) (RDH10), mRNA. /PROD=retinol dehydrogenase 10 /FL=gb:NM_172037.1 gb:AF456765.1",NM_172037,Hs.432987,Hs.244940,March 2006 (NCBI Build 36.1),chr8:74369818-74399125 (+) // 86.32 // q21.11,RDH10,chr8q21.11,full length,---,157506,---,607599,NP_742034.1,NM_172037,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 2 transcripts. // false // Matching Probes // A,retinol dehydrogenase 10 (all-trans)
1552379_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.432987.1,gb:BG677577 /DB_XREF=gi:13908974 /DB_XREF=602624130F1 /CLONE=IMAGE:4749078 /TID=Hs2.432987.1 /CNT=30 /FEA=FLmRNA /TIER=ConsEnd /STK=0 /LL=157506 /UG_GENE=RDH10 /UG=Hs.432987 /UG_TITLE=retinol dehydrogenase 10 (all-trans) /FL=gb:NM_172037.1 gb:AF456765.1,BG677577,Hs.432987,Hs.244940,March 2006 (NCBI Build 36.1),chr8:74369818-74399125 (+) // 86.32 // q21.11,RDH10,chr8q21.11,full length,---,157506,---,607599,NP_742034.1,NM_172037,---,---,---,---,---,---,---,This probe set was annotated using the Genome Target Overlap based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Genome Target Overlap // B,retinol dehydrogenase 10 (all-trans)
1552381_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.254414.1,"gb:NM_080743.2 /DB_XREF=gi:21361782 /GEN=SRrp35 /TID=Hs2.254414.1 /CNT=14 /FEA=FLmRNA /TIER=FL /STK=5 /LL=135295 /UG=Hs.254414 /DEF=Homo sapiens serine-arginine repressor protein (35 kDa) (SRrp35), mRNA. /PROD=serine-arginine repressor protein (35 kDa) /FL=gb:NM_080743.2 gb:BC021715.1 gb:AF449428.1",NM_080743,Hs.254414,Hs.254414,March 2006 (NCBI Build 36.1),chr6:89864588-89884488 (-) // 98.7 // q15,SRrp35,chr6q15,full length,ENSG00000154548,135295,---,---,NP_542781.2,NM_080743,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,serine-arginine repressor protein (35 kDa)
1552383_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.129293.1,"gb:NM_153606.1 /DB_XREF=gi:23957695 /TID=Hs2.129293.1 /CNT=16 /FEA=FLmRNA /TIER=FL /STK=5 /LL=149647 /UG_GENE=FLJ32796 /UG=Hs.129293 /UG_TITLE=hypothetical protein FLJ32796 /DEF=Homo sapiens hypothetical protein FLJ32796 (FLJ32796), mRNA. /FL=gb:BC035007.1 gb:NM_153606.1",NM_153606,Hs.129293,Hs.129293,March 2006 (NCBI Build 36.1),chr1:210864401-210866740 (+) // 97.07 // q32.3,FAM71A,chr1q32.3,full length,---,149647,---,---,NP_705834.1,NM_153606,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,"family with sequence similarity 71, member A"
1552384_a_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.129293.1,"gb:NM_153606.1 /DB_XREF=gi:23957695 /TID=Hs2.129293.1 /CNT=16 /FEA=FLmRNA /TIER=FL /STK=5 /LL=149647 /UG_GENE=FLJ32796 /UG=Hs.129293 /UG_TITLE=hypothetical protein FLJ32796 /DEF=Homo sapiens hypothetical protein FLJ32796 (FLJ32796), mRNA. /FL=gb:BC035007.1 gb:NM_153606.1",NM_153606,Hs.129293,Hs.129293,March 2006 (NCBI Build 36.1),chr1:210864401-210866740 (+) // 97.07 // q32.3,FAM71A,chr1q32.3,full length,---,149647,---,---,NP_705834.1,NM_153606,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,"family with sequence similarity 71, member A"
1552386_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.298674.1,"gb:NM_152687.1 /DB_XREF=gi:22749378 /TID=Hs2.298674.1 /CNT=18 /FEA=FLmRNA /TIER=FL /STK=5 /LL=202309 /UG_GENE=FLJ33641 /UG=Hs.298674 /UG_TITLE=hypothetical protein FLJ33641 /DEF=Homo sapiens hypothetical protein FLJ33641 (FLJ33641), mRNA. /FL=gb:NM_152687.1",NM_152687,Hs.298674,Hs.547697,March 2006 (NCBI Build 36.1),chr5:57823082-57827943 (+) // 66.01 // q11.2,C5orf29,chr5q11.2,full length,---,202309,---,---,NP_689900.1,NM_152687,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,chromosome 5 open reading frame 29
1552388_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.350773.1,"gb:NM_152514.1 /DB_XREF=gi:22749074 /TID=Hs2.350773.1 /CNT=11 /FEA=FLmRNA /TIER=FL /STK=5 /LL=150378 /UG_GENE=FLJ30901 /UG=Hs.350773 /UG_TITLE=hypothetical protein FLJ30901 /DEF=Homo sapiens hypothetical protein FLJ30901 (FLJ30901), mRNA. /FL=gb:NM_152514.1",NM_152514,Hs.350773,---,March 2006 (NCBI Build 36.1),chr22:41923229-41926453 (-) // 82.07 // q13.2,FLJ30901,chr22q13.31,---,---,150378,---,---,---,---,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,hypothetical protein FLJ30901
1552389_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.171455.1,"gb:NM_173549.1 /DB_XREF=gi:27734896 /TID=Hs2.171455.1 /CNT=12 /FEA=FLmRNA /TIER=FL /STK=5 /LL=203111 /UG_GENE=FLJ39553 /UG=Hs.171455 /UG_TITLE=hypothetical protein FLJ39553 /DEF=Homo sapiens hypothetical protein FLJ39553 (FLJ39553), mRNA. /FL=gb:NM_173549.1",NM_173549,Hs.171455,Hs.171455,March 2006 (NCBI Build 36.1),chr8:99145925-99175014 (+) // 100.0 // q22.2,C8orf47,chr8q22.2,full length,---,203111,---,---,NP_775820.1,NM_173549,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,chromosome 8 open reading frame 47
1552390_a_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.171455.1,"gb:NM_173549.1 /DB_XREF=gi:27734896 /TID=Hs2.171455.1 /CNT=12 /FEA=FLmRNA /TIER=FL /STK=5 /LL=203111 /UG_GENE=FLJ39553 /UG=Hs.171455 /UG_TITLE=hypothetical protein FLJ39553 /DEF=Homo sapiens hypothetical protein FLJ39553 (FLJ39553), mRNA. /FL=gb:NM_173549.1",NM_173549,Hs.171455,Hs.171455,March 2006 (NCBI Build 36.1),chr8:99145925-99175014 (+) // 100.0 // q22.2,C8orf47,chr8q22.2,full length,---,203111,---,---,NP_775820.1,NM_173549,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,chromosome 8 open reading frame 47
1552391_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.192090.1,"gb:NM_152610.1 /DB_XREF=gi:22749248 /TID=Hs2.192090.1 /CNT=9 /FEA=FLmRNA /TIER=FL /STK=5 /LL=164127 /UG_GENE=FLJ35728 /UG=Hs.192090 /UG_TITLE=hypothetical protein FLJ35728 /DEF=Homo sapiens hypothetical protein FLJ35728 (FLJ35728), mRNA. /FL=gb:BC031066.1 gb:BC030026.1 gb:NM_152610.1",NM_152610,Hs.192090,Hs.192090,March 2006 (NCBI Build 36.1),chr1:221633391-221635430 (+) // 98.45 // q41,C1orf65,chr1q41,full length,---,164127,---,---,NP_689823.1,NM_152610,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,chromosome 1 open reading frame 65
1552393_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.149091.1,"gb:NM_152512.1 /DB_XREF=gi:22749070 /TID=Hs2.149091.1 /CNT=8 /FEA=FLmRNA /TIER=FL /STK=5 /LL=150350 /UG_GENE=FLJ25421 /UG=Hs.149091 /UG_TITLE=hypothetical protein FLJ25421 /DEF=Homo sapiens hypothetical protein FLJ25421 (FLJ25421), mRNA. /FL=gb:BC033895.1 gb:NM_152512.1",NM_152512,Hs.149091,Hs.474869,March 2006 (NCBI Build 36.1),chr22:38468995-38619749 (-) // 99.41 // q13.1,ENTHD1,chr22q13.1,full length,---,150350,---,---,NP_689725.2,NM_152512,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,ENTH domain containing 1
1552394_a_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.149091.1,"gb:NM_152512.1 /DB_XREF=gi:22749070 /TID=Hs2.149091.1 /CNT=8 /FEA=FLmRNA /TIER=FL /STK=5 /LL=150350 /UG_GENE=FLJ25421 /UG=Hs.149091 /UG_TITLE=hypothetical protein FLJ25421 /DEF=Homo sapiens hypothetical protein FLJ25421 (FLJ25421), mRNA. /FL=gb:BC033895.1 gb:NM_152512.1",NM_152512,Hs.149091,Hs.474869,March 2006 (NCBI Build 36.1),chr22:38468995-38619749 (-) // 99.41 // q13.1,ENTHD1,chr22q13.1,full length,---,150350,---,---,NP_689725.2,NM_152512,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,ENTH domain containing 1
